id,type,info_name,info_image,info_ghi chú,info_đạo diễn,info_sản xuất,info_biên kịch,info_cốt truyện,info_diễn viên,info_âm nhạc,info_quay phim,info_dựng phim,info_hãng sản xuất,info_phát hành,info_công chiếu,info_thời lượng,info_ngôn ngữ,info_budget,info_doanh thu,info_1,info_2,info_3,info_4,info_5,info_6,info_7,info_8,info_9,info_10,info_11,info_12,info_13,info_14,info_15,info_16,infobox_tên,infobox_ghi chú,infobox_director,infobox_sản xuất,infobox_biên kịch,infobox_cốt truyện,infobox_cast,infobox_âm nhạc,infobox_quay phim,infobox_dựng phim,infobox_hãng sản xuất,infobox_phát hành,infobox_công chiếu,infobox_duration,infobox_language,infobox_budget,infobox_box_office,infobox_1,infobox_2,infobox_3,infobox_4,infobox_5,infobox_6,infobox_7,infobox_8,infobox_9,infobox_10,infobox_11,infobox_12,infobox_13,infobox_14,infobox_15,infobox_16,infobox_genre,info_tác giả,info_kịch bản,info_studio,info_quốc gia,info_kinh phí,info_website,info_imdb_id,infobox_tác giả,infobox_kịch bản,infobox_studio,infobox_country,infobox_website,infobox_imdb_id,info_caption,info_director,info_producer,info_writer,info_starring,info_music,info_cinematography,info_editing,info_distributor,info_released,info_runtime,info_country,info_language,info_gross,infobox_name,infobox_image,infobox_caption,infobox_producer,infobox_writer,infobox_starring,infobox_music,infobox_cinematography,infobox_editing,infobox_distributor,infobox_released,infobox_runtime,infobox_gross,infobox_định dạng,infobox_đơn vị sản xuất,infobox_network,infobox_first_aired,infobox_số tập,infobox_kích thước hình,infobox_kênh,infobox_phát sóng đầu,infobox_phát sóng cuối,infobox_show_name,infobox_format,infobox_based_on,infobox_num_episodes,infobox_company,infobox_channel,infobox_first_run,infobox_last_aired,infobox_image_size,infobox_narrator,infobox_screenplay,infobox_story,infobox_dẫn phim,infobox_dựa trên,infobox_17,infobox_18,infobox_19,infobox_20,infobox_show_name_2,infobox_creator,infobox_developer,infobox_num_seasons,infobox_executive_producer,infobox_editor,infobox_location,infobox_bgcolor,infobox_creative_director,infobox_theme_music_composer,infobox_opentheme,infobox_endtheme,infobox_preceded_by,infobox_followed_by,infobox_cỡ hình,infobox_người dẫn chuyện,infobox_img_size,infobox_df,infobox_Thiết kế mỹ thuật,infobox_id,infobox_title,infobox_camera,infobox_picture_format,infobox_based on,infobox_chú thích,infobox_italic title,infobox_Âm nhạc,infobox_phần trước,infobox_phần sau,infobox_nhạc kết,infobox_Nhan đề nghiêng,infobox_giám đốc sản xuất,infobox_công ty sản xuất,infobox_chú thích hình,infobox_imagesize,infobox_first_aired_vn,infobox_channel_vn,infobox_tên khác,infobox_composer,infobox_biên tập,infobox_độ dài,infobox_alt_name,infobox_open_theme,infobox_bgcolour,infobox_related,infobox_director of Photography,infobox_part,infobox_chỉ đạo nghệ thuật,infobox_creat‌ive_director,infobox_định_dạng_hình_ảnh,infobox_số phần,infobox_địa điểm,infobox_giám chế,infobox_nhạc dạo,infobox_last_aired_vn,infobox_phát sóng,infobox_nhạc sĩ,infobox_presenter,infobox_judges,infobox_picture,infobox_audio_format,infobox_italic_title,infobox_lồng tiếng,infobox_chương trình liên quan,infobox_imdb_rating,infobox_awards,infobox_Số tập,infobox_kỹ thuật quay,infobox_amg_id,infobox_state,infobox_image_alt,infobox_narrated,infobox_slogan,infobox_EpisodeNumber,infobox_Title,infobox_OriginalAirDate,infobox_ShortSummary,infobox_DOP,infobox_image size,infobox_num_series,infobox_co_exec,infobox_supervising_producer,infobox_wardrobe,infobox_stylist,infobox_border,infobox_định dạng âm thanh,infobox_end_theme,infobox_phát triển,infobox_inspired_by,infobox_production_website,infobox_color,infobox_D.O.P,infobox_Đạo diễn Hình Ảnh,infobox_phụ hòa âm,infobox_kênh vn,infobox_story_editor,infobox_số mùa,infobox_Website,infobox_list_episodes,infobox_voices,infobox_đạo diễn hình ảnh,infobox_alt,infobox_dẫn chương trình,infobox_hn,infobox_production_companies,infobox_1st AD,infobox_makeup,infobox_họa sĩ thiết kế
Vừa đi vừa khóc,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vũ Ngọc Đãng,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vừa đi vừa khóc poster.jpg,,,Vũ Ngọc Đãng,"Lương Mạnh Hải, Minh Hằng, Nhã Phương, Ninh Dương Lan Ngọc, Thanh Thủy, Bảo Anh, La Quốc Hùng",,"Nguyễn Phương, Thanh Phương",,,,40 - 45 phút/tập (có bao gồm quảng cáo),,,,,17 tháng 3 năm 2014,,,,,,Vừa đi vừa khóc,Phim truyền hình,,36,"BHD, TVPlus",VTV3,,7 tháng 7 năm 2014,,,,,,,,,,,,,,,,,,,"Nguyễn Nam, Nguyễn Trung",Minh Thư,"""Vừa đi vừa khóc""","""Nắng""",Chỉ có thể là yêu,Dấu chân du mục,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nhân tình lạc lối,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lê Bảo Trung,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Phan Ngọc Diễm Hân,"Chi Bảo, Ninh Dương Lan Ngọc, Huỳnh Đông, Phùng Ngọc Huy, Đồng Thanh Phong",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,7 tháng 7 năm 2016,,,,,,Nhân tình lạc lối,Phim truyền hình,,28,V-Art Films,VTV9,,15 tháng 8 năm 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nguyệt thực (phim truyền hình),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Trọng Hải,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Chu Thu Hằng,"Minh Luân, Thiên Bảo, Ninh Dương Lan Ngọc, Tường Vi, Don Nguyễn",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,13 tháng 6 năm 2016,,,,,,Nguyệt thực,Phim truyền hình,,45,Công ty cổ phần truyền thông THL,VTV3,,14 tháng 11 năm 2016,,,,,,,,,,,,,,,,,,,,,,,Nữ cảnh sát tập sự,Ngày mai ánh sáng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cánh đồng bất tận (phim),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cánh đồng bất tận,Áp phích bộ phim.,Nguyễn Phan Quang Bình,"Ngô Thị Bích Hiền, Ngô Thị Bích Hạnh",,,"Dustin Nguyễn, Đỗ Thị Hải Yến, Võ Thanh Hòa, Ninh Dương Lan Ngọc, Tăng Thanh Hà",Nguyễn Quốc Trung,Nguyễn Tranh,"Folmer Wiesinger, Nguyễn Hồ","Vietnam Studio, Mega Media","Vietnam Media Corporation, BHD","2010, 10, 22",108 phút,Tiếng Việt,,,2010,10,22,,,,,,,,,,,,,,điện ảnh,,,,,,,,,Ngụy Ngữ,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"''Cánh đồng bất tận'', Nguyễn Ngọc Tư",,,,,,,,,,,,,,,,,,,250px,Ninh Dương Lan Ngọc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Ruồi,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlie Nguyễn,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,"điện ảnh, hài, hành động",,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,Long Ruồi,Poster Long Ruồi.jpg,Áp phích quảng bá bộ phim.,"Dustin Nguyễn, Vincent Ngô","Anh Mai, Lê Thanh Sơn","Thái Hòa, Tinna Tình, Bùi Văn Hải, Phi Thanh Vân, Khương Ngọc, Hiếu Hiền, Mai Thành, Ninh Dương Lan Ngọc",Christopher Wong,Trinh Hoan,Hàm Trần,"Galaxy Studio, BHD, EarlyRisers Media Group","2011, 08, 26",84 phút,42 tỷ đồng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trúng số (phim 2015),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dustin Nguyễn,,,,,,,,,,,,Tiếng Việt,,,2015,2,13,,,,,,,,,,,,,,hài,,,,,,,,,,"Chí Tài Brothers, Ánh Sao Production, PS Vietnam, Tiếp thị & Gia đình",Việt Nam,,,,,,,,,,,,,,,,,Trúng số,Trúng số (phim 2015) poster.jpg,Áp phích chính thức của phim,"Dustin Nguyễn, Bebe Phạm",Nguyễn Mạnh Tuấn,"Chí Tài, Ninh Dương Lan Ngọc, Dustin Nguyễn, Thu Trang, Kim Xuân",Timo Chen,Dominic Pereira,Trần Quốc Bảo,Dreamscape D.B.S,"2015, 2, 13, df=yes",90 phút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tấm Cám: Chuyện chưa kể,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tấm Cám: Chuyện chưa kể,,Ngô Thanh Vân,* Ngô Thanh Vân * Trần Bửu Lộc,,,* Isaac * Hạ Vi * Ninh Dương Lan Ngọc * Ngô Thanh Vân * NSƯT Hữu Châu * Will * S.T * Jun Phạm * Ngọc Trai,Đức Trí,Nguyễn Vinh Phúc,* Quyền Ngô * Trung Mậu * Duy Joseph,,BHD,"2016, 08, 19",109 phút,Tiếng Việt,22 tỷ VND,"66,5 tỷ VND",2016,08,19,,,,,,,,,,,,,,"âm nhạc, chính kịch, điện ảnh, gia đình",,,,,,,,,* Hoàng Anh * Jun Phạm * Aaron Toronto * Nhã Uyên * Nguyễn Thị Minh Ngọc,"VAA Productions, BHD",Việt Nam,,,,,,,,,,,,,,,,,,,Áp phích quảng bá phim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NSƯT Thành Lộc,Truyện cổ tích ''Tấm Cám'',,,,,,,,,,,,,,,,,,,260px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cô Ba Sài Gòn,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cô Ba Sài Gòn,,* Trần Bửu Lộc * Kay Nguyễn,* Ngô Thanh Vân * Thủy Nguyễn,,,* Ninh Dương Lan Ngọc * NSND Hồng Vân * Diễm My * Ngô Thanh Vân * Diễm My 9x * S.T Sơn Thạch * Oanh Kiều,Nguyễn Hoàng Anh,Hà Thúc Phù Nam,Quyền Ngô,,BHD,"2017, 10, 14, Liên hoan phim quốc tế Busan, 2017, 11, 10, Việt Nam",100 phút,Tiếng Việt,,60 tỷ đồng,2017,10,14,Liên hoan phim quốc tế Busan,2017,11,10,Việt Nam,,,,,,,,,"âm nhạc, điện ảnh",,,,,,,,A Type Machine,,* Công ty VAA * Truyền hình K+,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gái già lắm chiêu 3,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gái già lắm chiêu 3,Áp phích chính thức của phim,* Bảo Nhân * Namcito,* Bảo Nhân * Trần Bửu Lộc * Namcito,,,* Ninh Dương Lan Ngọc * Lê Khanh * Hồng Vân * Lê Xuân Tiền * Jun Vũ * Bình An * Thùy Anh,"Garrett Crosby, Vladimir Angelove, Ian Rees, Christopher Wong",Nguyễn Ngọc Cường,Vũ Hoàng Anh,,Lotte Entertainment,"2020, 1, 25",120 phút,Tiếng Việt,20 tỷ - 24 tỷ VND,168 tỷ VND,,,,,,,,,,,,,,,,,,,,,,,,,* Bảo Nhân * Namcito,,Mar6 Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gái già lắm chiêu V: Những cuộc đời vương giả,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gái già lắm chiêu V:, Những cuộc đời vương giả",,* Bảo Nhân * Namcito,* Bảo Nhân * Ngô Huệ Chi * Namcito,,,* Kaity Nguyễn * Lê Khanh * Hồng Vân * Khương Lê * Đặng Trà Xuân Minh * Mai Thanh Hoàng * Hoàng Dũng,Christopher Wong,Nguyễn Ngọc Cường,Leo Vương,,Lotte Entertainment,"2021, 3, 5, Việt Nam",115 phút,Tiếng Việt,2 triệu USD,55 tỷ VND,2021,3,5,Việt Nam,,,,,,,,,,,,,"chính kịch, điện ảnh",,,,,,,,* Bảo Nhân * Namcito,,Mar6 Pictures,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phạm Hùng - Diêm Đăng Vượng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cô gái từ quá khứ,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cô gái từ quá khứ,Áp phích chiếu rạp của phim,* Bảo Nhân * Namcito,* Bảo Nhân * Zen Nguyễn * Namcito * Huỳnh Hoàng Yến * Phạm Anh Phương,,,* Ninh Dương Lan Ngọc * Kaity Nguyễn * Lê Xuân Tiền * Lãnh Thanh * Lê Khanh * Hữu Châu,Christopher Wong,Nguyễn Phan Linh Đan,Bùi Văn Nghĩa,Mar6 Pictures,Lotte Entertainment,"2022, 10, 13",105 phút,Tiếng Việt,,53 tỷ VND,2022,10,13,,,,,,,,,,,,,,"chính kịch, điện ảnh",,,,,,,,,* Bảo Nhân * Namcito,,Việt Nam,https://www.facebook.com/cogaituquakhumovie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dòng máu anh hùng,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dòng máu anh hùng,,Charlie Nguyễn,* Charlie Nguyễn * Johnny Trí Nguyễn * Jimmy Nghiêm Phạm,,,* Johnny Trí Nguyễn * Ngô Thanh Vân * Dustin Nguyễn * Nguyễn Chánh Tín,Christopher Wong,Dominic Pereira,*Hàm Trần *Charlie Nguyễn,,* Hãng phim Phương Nam * The Weinstein Company,"2007, 4, 12, ViFF, 2007, 4, 27, Việt Nam",103 phút,*Tiếng Việt *Tiếng Pháp,"1,5–1,6 triệu USDname=kp, Theo thông tin của Nguyễn Chánh Tín vào năm 2014, kinh phí của bộ phim này là 1,5 triệu đô-la Mỹ (hơn 20 tỷ đồng với thời giá năm 2007).",10 tỷ VND ((ước tính)),2007,4,12,ViFF,2007,4,27,Việt Nam,,,,,,,,,"chính kịch, điện ảnh, hành động, lịch sử, võ thuật",,,,,,,,* Charlie Nguyễn * Johnny Trí Nguyễn * Dominic Pereira,,*Chánh Phương Film *Cinema Pictures,Việt Nam,,,,,,,,,,,,,,,,,,,Áp phích phim chiếu rạp tại Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417740,Dòng máu anh hùng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bẫy rồng,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lê Thanh Sơn,,,,,,,,,,,,Tiếng Việt,"1,5 triệu USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,Bẫy rồng,Bay rong.jpg,Áp phích của bộ phim.,"Johnny Trí Nguyễn, Ngô Thanh Vân, Jimmy Phạm Nghiêm","Johnny Trí Nguyễn, Hồ Quang Hưng, Lê Thanh Sơn","Johnny Trí Nguyễn, Ngô Thanh Vân, Hoàng Phúc, Lâm Minh Thắng, Hiếu Hiền",Christopher Wong,Dominic Pereira,Hàm Trần,"Hãng phim Chánh Phương, Enervon",9 tháng 12 năm 2009 (Việt Nam),94 phút,"11,9 tỷ VND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ngôi nhà trong hẻm,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ngôi nhà trong hẻm,Poster phim,Lê Văn Kiệt,Trần Trọng Dần,,,"Trần Bảo Sơn, Ngô Thanh Vân, Bích Hằng, Phan Thị Mơ, Bùi Văn Hải",Fred Emory Smith,Joel Spezeski,"Alex Publius, Lê Văn Kiệt",,Coco Paris,14 tháng 2 năm 2012,91 phút,Tiếng Việt,,"2,4 tỷ đồng trong ngày đầu công chiếu",,,,,,,,,,,,,,,,,kinh dị,,,,,,,,Lê Văn Kiệt,,Créa TV,Việt Nam,http://ngoinhatronghem.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lửa Phật,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dustin Nguyễn,,,,,,,,,,,,Tiếng Việt,Hơn 1 triệu USD,,,,,,,,,,,,,,,,,,"điện ảnh, hành động",,,,,,,,,,"Vietnam Studio, Metan Entertainment, Kantana Post Production, DoFilm, EarlyRisers Media Group",Việt Nam,,,,,,,,,,,,,,,,,Lửa Phật,LuaPhat.jpg,Áp phích của phim.,"Dustin Nguyễn, Nguyễn Ngọc Hiệp, Đỗ Quang Minh, Nguyễn K'Linh",Dustin Nguyễn,"Dustin Nguyễn, Ngô Thanh Vân, Roger Yuan, Thái Hòa, Bé Ben, Xuân Phát, Hiếu Hiền, Đinh Ngọc Diệp",Rajan Khanijaon,Wych Kaosayananda,Vance Null,"BHD (Việt Nam), Grindstone Entertainment Group (Mỹ), Lionsgate (Mỹ)",22 tháng 8 năm 2013,104 phút,,,,,,,,,,,,,,,,,,,260px,Bé Ben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siêu trộm (phim),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siêu trộm,,Trần Hàm,,,,"Petey Majik Nguyễn, Nhung Kate, Teo Yoo, Mai Thế Hiệp, Lâm Thanh Mỹ, Suboi, Thành Phạm, Ngô Thanh Vân",,,,,"BHD, Galaxy Cinema Việt Nam, CGV Cinema Việt Nam, Lotte Cinema Việt Nam",4 tháng 2 năm 2016 (Việt Nam),90 phút,Tiếng Việt,,,,,,,,,,,,,,,,,,,"chính kịch, điện ảnh, hài, hành động",,,,,,,,,,"BHD, K+, Vietnam Studio",Việt Nam,,,,,,,,,,,,,,,,,,,,Mai Thế Hiệp,"Trần Hàm, Anderson Lê, Scott Nguyễn",,,"Trang Công Minh, Kevin Phạm",,,,,,,,,,,,,,,,,,,,,,,75px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Về quê ăn Tết,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Về quê ăn Tết,Áp phích phim.,* Nguyễn Hoàng Anh,* Ngô Thanh Vân * Trần Bửu Lộc,,,* Ngô Thanh Vân * Jun Phạm * Trung Dân * Ngọc Tưởng * Puka * Hải Triều * Tiko Tiến Công,Nguyễn Hoàng Anh,Võ Thanh Tiền,Dude Pictures,,* Studio 68 * Young Media * BHD,"2018, 2, 16, Việt Nam",80 phút,Tiếng Việt,,,2018,2,16,Việt Nam,,,,,,,,,,,,,"điện ảnh, hài",,,,,,,,Nguyễn Hoàng Anh,,* Ánh Sao Productions * VAA,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Song lang (phim),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Song lang,Áp phích chiếu rạp của phim tại Việt Nam,Leon Lê,* Ngô Thanh Vân * Irene Trịnh,,,* Isaac * Liên Bỉnh Phát * Minh Phượng * Tú Quyên * Kiều Trinh * Thanh Tú * Bùi Văn Thanh,Tôn Thất An,Bob Nguyễn,Leon Lê,,Lotte Entertainment,"2018, 08, 17, Việt Nam",101 phút,Tiếng Việt,~20 tỷ VND,~5 tỷ VND,2018,08,17,Việt Nam,,,,,,,,,,,,,"âm nhạc, chính kịch, điện ảnh",,,,,,,,,* Leon Lê * Nguyễn Thị Minh Ngọc,* The Creatv Company * Studio68,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trạng Tí phiêu lưu ký,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trạng Tí phiêu lưu ký,,Phan Gia Nhật Linh,"Phan Gia Nhật Linh, Ngô Thanh Vân",,,* Huỳnh Hữu Khang * Trần Đức Anh * Phan Bảo Tiên * Vương Hoàng Long * Nguyễn Ngọc Kim Thư * Thái Hoàng Duy * Trung Dân * Oanh Kiều * Lê Huỳnh * Phi Phụng,Đức Trí,Diệp Thế Vinh,Quyền Ngô,"Studio68, NHV Entertainment",Studio68,"2021, 4, 30, Việt Nam",105 phút,Tiếng Việt,43 tỷ đồng,22 tỷ đồng,2021,4,30,Việt Nam,,,,,,,,,,,,,"chính kịch, điện ảnh",,,,,,,,,"Phan Gia Nhật Linh, Lại Hoàng Lê, Nguyễn Thanh Bình",,Việt Nam,,14391192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,''Thần đồng đất Việt'' của Lê Linh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanh Sói – Cúc dại trong đêm,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thanh Sói - Cúc dại trong đêm,,Ngô Thanh Vân,Ngô Thanh Vân,,,"Đồng Ánh Quỳnh, Tóc Tiên, Rima Thanh Vy, Thuận Nguyễn, Song Luân, Ngô Thanh Vân",,,,,CJ Entertainment,"2022, 12, 23, Việt Nam",109 phút,Tiếng Việt,,"22,9 tỷ VND",2022,12,23,Việt Nam,,,,,,,,,,,,,"chính kịch, hành động",,,,,,,,,"Veronica Ngo, Aaron Toronto, Nguyễn Trường Nhân, Lý Nguyễn Nhã Uyên, Nguyễn Ngọc Thạch",Studio 68,Việt Nam,,,,,,,,,,,,,,,,,,,"Áp phích chiếu rạp của phim tại Việt Nam. , (thời gian trên áp phích là không chính xác)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cô thủ môn tội nghiệp,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cô thủ môn tội nghiệp,,Trần Cảnh Đôn,Phan Thị Lệ,"Hồng Ngân, Thanh Tâm",,Thanh Mai * Lê Công Tuấn Anh * Lê Tuấn Anh * Hồng Vân * Hồng Đào,Bảo Phúc,Cao Thành Danh,,Phương Nam Film,Phương Nam Film,năm 1990,,Tiếng Việt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vật đổi sao dời,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlie Nguyễn,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,"hài, tâm lý, tình cảm",,,,,,,,,,Nón Lá Films,Việt Nam,,,,,,,,,,,,,,,,,Vật đổi sao dời,,Poster chính thức của phim.,Tawny Trúc Nguyễn,Charlie Nguyễn,"Vân Sơn, Tawny Trúc Nguyễn, Hồng Đào, Bảo Liêm, Bé Mập",Huỳnh Nhật Tân,"Johnny Trí Nguyễn, Trương Đình Ẩn","Hải Phan, Vince Phạm","Vân Sơn Entertainment, Cinema Pictures (Hãng phim Chánh Phương ngày nay)",Tháng 12 năm 2001,112 phút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
