source,target,film_count,films,collaboration_types,weight
Rima Thanh Vy,Thành Vinh,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Phan Thế Tài,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Đại Bình,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Lâm Thanh Mỹ,1,Cám (phim),actor-actor,1.0
Rima Thanh Vy,Thúy Diễm,1,Cám (phim),actor-actor,1.0
Rima Thanh Vy,Doãn Hoàng,1,Cám (phim),actor-actor,1.0
Rima Thanh Vy,Hải Nam,1,Cám (phim),actor-actor,1.0
Rima Thanh Vy,Nguyễn Phước Lộc,1,Cám (phim),actor-actor,1.0
Rima Thanh Vy,Trần Thiên Tú,1,Cám (phim),actor-actor,1.0
Rima Thanh Vy,SyNi Trang,1,Cám (phim),actor-actor,1.0
Rima Thanh Vy,Chi Pu,1,Mười: Lời nguyền trở lại,actor-actor,1.0
Rima Thanh Vy,Anh Thư,1,Mười: Lời nguyền trở lại,actor-actor,1.0
Rima Thanh Vy,Bình Minh người mẫu,1,Mười: Lời nguyền trở lại,actor-actor,1.0
Rima Thanh Vy,Tôn Kinh Lâm,1,Mười: Lời nguyền trở lại,actor-actor,1.0
Rima Thanh Vy,Đinh Y Nhung,1,Mười: Lời nguyền trở lại,actor-actor,1.0
Rima Thanh Vy,Khôi Trần,1,Mười: Lời nguyền trở lại,actor-actor,1.0
Rima Thanh Vy,Tóc Tiên,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Rima Thanh Vy,Ngọc Hiệp (diễn viên),1,Cám (phim),actor-actor,1.0
Thuận Nguyễn,Gi A Nguyễn,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Thuận Nguyễn,Phan Thanh Hiền,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Thuận Nguyễn,Trần Thị Thanh Hoa,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Thuận Nguyễn,Mã Hiểu Đông,1,Lụa (phim truyền hình),actor-actor,1.0
Thuận Nguyễn,Đạt Nguyễn,1,Lụa (phim truyền hình),actor-actor,1.0
Thuận Nguyễn,Bella Mai,1,Lụa (phim truyền hình),actor-actor,1.0
Thuận Nguyễn,Huỳnh Trang Nhi,1,Lụa (phim truyền hình),actor-actor,1.0
Thuận Nguyễn,Ngô Công Lý,1,Lụa (phim truyền hình),actor-actor,1.0
Thuận Nguyễn,Lâm Thanh Sơn,1,Lụa (phim truyền hình),actor-actor,1.0
Thuận Nguyễn,Nguyễn Hùng Linh,1,Lụa (phim truyền hình),actor-actor,1.0
Thuận Nguyễn,Thành Khôn,1,Lụa (phim truyền hình),actor-actor,1.0
Thuận Nguyễn,Phạm Hy,1,Lụa (phim truyền hình),actor-actor,1.0
Thuận Nguyễn,Tóc Tiên,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Thuận Nguyễn,Vũ Hà,1,Lụa (phim truyền hình),actor-actor,1.0
Gi A Nguyễn,Phan Thanh Hiền,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Gi A Nguyễn,Trần Thị Thanh Hoa,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Gi A Nguyễn,Kathy Uyên,1,Hồn papa da con gái,actor-actor,1.0
Gi A Nguyễn,Mỹ Duyên,1,Hồn papa da con gái,actor-actor,1.0
Gi A Nguyễn,Huy Khánh,1,Hồn papa da con gái,actor-actor,1.0
Gi A Nguyễn,Trịnh Thảo,1,Hồn papa da con gái,actor-actor,1.0
Gi A Nguyễn,Khánh Thi,1,Hồn papa da con gái,actor-actor,1.0
Gi A Nguyễn,Ma Ran Đô,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Trâm Anh,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Trần Ngọc Vàng,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Xuân Phúc,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Võ Điền Gia Huy,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Ray Nguyễn,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Bảo Định,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Trần Thiên Tú,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Ngọc Xuân,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Bảo Di,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Sỹ Toàn,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Đình Khang,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Hiếu Nguyễn,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Nguyễn Sỹ Hậu,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Hồ Thái Thiên Minh,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Ba Tây,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Hồ Bảo Kha,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Chi Phạm,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Kiều Diễm,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Nguyễn Lâm,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Bảo Vi,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Nguyễn Như Đăng,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Tài HT,1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Tóc Tiên,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Gi A Nguyễn,Xuân Văn (diễn viên),1,Tử chiến trên không,actor-actor,1.0
Gi A Nguyễn,Thái Hòa (diễn viên),2,"Hồn papa da con gái, Tử chiến trên không",actor-actor,2.0
Gi A Nguyễn,Lê Bình (diễn viên),1,Hồn papa da con gái,actor-actor,1.0
Gi A Nguyễn,Thanh Sơn (diễn viên),1,Tử chiến trên không,actor-actor,1.0
Phan Thanh Hiền,Trần Thị Thanh Hoa,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Phan Thanh Hiền,Tóc Tiên,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Trần Thị Thanh Hoa,Tóc Tiên,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Thanh Mai MC,Lê Công Tuấn Anh,1,Cô thủ môn tội nghiệp,actor-actor,1.0
Thanh Mai MC,Lê Tuấn Anh diễn viên sinh 1968,1,Cô thủ môn tội nghiệp,actor-actor,1.0
Thanh Mai MC,Chung Vũ Thanh Uyên,1,Cô thủ môn tội nghiệp,actor-actor,1.0
Thanh Mai MC,Thanh Vy,1,Cô thủ môn tội nghiệp,actor-actor,1.0
Thanh Mai MC,Thùy Liên,1,Cô thủ môn tội nghiệp,actor-actor,1.0
Thanh Mai MC,Huỳnh Hồng Loan,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Kiều Anh,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Quang Tuấn,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Hải Anh,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Khuất Quỳnh Hoa,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Phan Minh Huyền,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Lyudmila Safonova,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Trọng Trinh,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Nguyễn Kim Oanh,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Đức Hùng,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Ngọc Thoa,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Ngô Thu Thuận,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Quỳnh Kool,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Michel Pham,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Nguyễn Mai Phương,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Đoàn Hải Linh,1,Tình khúc bạch dương,actor-actor,1.0
Thanh Mai MC,Công Lý (diễn viên),1,Tình khúc bạch dương,actor-actor,1.0
Lê Công Tuấn Anh,Lê Tuấn Anh diễn viên sinh 1968,1,Cô thủ môn tội nghiệp,actor-actor,1.0
Lê Công Tuấn Anh,Chung Vũ Thanh Uyên,1,Cô thủ môn tội nghiệp,actor-actor,1.0
Lê Công Tuấn Anh,Thanh Vy,2,"Cô thủ môn tội nghiệp, Người đẹp Tây Đô",actor-actor,2.0
Lê Công Tuấn Anh,Thùy Liên,1,Cô thủ môn tội nghiệp,actor-actor,1.0
Lê Công Tuấn Anh,Việt Trinh,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Tú Trinh,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Thành Trí,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Lê Hải,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Võ Thế Vỹ,2,"Người đẹp Tây Đô, Xích lô (phim)",actor-actor,2.0
Lê Công Tuấn Anh,Robert Hải,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Anh Thư,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Hồ Kiểng,2,"Người đẹp Tây Đô, Vị đắng tình yêu",actor-actor,2.0
Lê Công Tuấn Anh,Thiệu Ánh Dương,2,"Người đẹp Tây Đô, Vị đắng tình yêu",actor-actor,2.0
Lê Công Tuấn Anh,Tấn Thi,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Quốc Thảo,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Lê Quang,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Ngọc Đặng,2,"Người đẹp Tây Đô, Vị đắng tình yêu",actor-actor,2.0
Lê Công Tuấn Anh,Quang Hải,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Nguyên Hạnh,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Nguyên Trinh,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Việt Trường,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Hương Hà,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Mạc Can,2,"Người đẹp Tây Đô, Xích lô (phim)",actor-actor,2.0
Lê Công Tuấn Anh,Lê Cung Bắc,2,"Người đẹp Tây Đô, Vị đắng tình yêu","actor-actor, director-actor",2.0
Lê Công Tuấn Anh,Lê Hồng Thủy Tiên,1,Vị đắng tình yêu,actor-actor,1.0
Lê Công Tuấn Anh,Lê Tuấn Anh (diễn viên),1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Minh Khương,1,Vị đắng tình yêu,actor-actor,1.0
Lê Công Tuấn Anh,Hoàng Sơn (diễn viên),1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Cao Việt Hưng,1,Vị đắng tình yêu,actor-actor,1.0
Lê Công Tuấn Anh,Nguyễn Đạt Phi,1,Vị đắng tình yêu,actor-actor,1.0
Lê Công Tuấn Anh,Nguyễn Văn Bảy,1,Vị đắng tình yêu,actor-actor,1.0
Lê Công Tuấn Anh,Trần Ngọc Phong,1,Vị đắng tình yêu,actor-actor,1.0
Lê Công Tuấn Anh,Nguyễn Đình Thơ,2,"Vị đắng tình yêu, Xích lô (phim)",actor-actor,2.0
Lê Công Tuấn Anh,Đào Vân Anh,1,Vị đắng tình yêu,actor-actor,1.0
Lê Công Tuấn Anh,Đạt Phi,1,Vị đắng tình yêu,actor-actor,1.0
Lê Công Tuấn Anh,Phạm Minh Trung,1,Vị đắng tình yêu,actor-actor,1.0
Lê Công Tuấn Anh,Minh Lai,1,Vị đắng tình yêu,actor-actor,1.0
Lê Công Tuấn Anh,Kim Loan,1,Vị đắng tình yêu,actor-actor,1.0
Lê Công Tuấn Anh,Lâm Kim Tiến,1,Vị đắng tình yêu,actor-actor,1.0
Lê Công Tuấn Anh,Lê Đình Húy,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Lương Triều Vĩ,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Trần Nữ Yên Khê,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Ngô Vũ Quang Hải,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Nguyễn Tuyết Ngân,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Đoàn Việt Hà,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Bùi Hoàng Huy,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Võ Vĩnh Phúc,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Lê Đình Huy,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Phạm Ngọc Liễu,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Bùi Thị Minh Đức,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Trịnh Thịnh,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Thanh Lam,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Gia Khoan,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Huang Kiem,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Chu Hùng,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Mạnh Cường,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Trần Quốc Hùng,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Trương Thanh Nghi,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Phạm Hải Trường,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Trần Lộc,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Phạm Duy Hương,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Lê Thái Ngọc Hoan,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Bá Phan Châu Toàn,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Trần Văn Lợi,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Lê Anh Sơn,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Đặng Văn Đức,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Trần Nhật Vũ,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Nguyễn Hữu Châu quần chúng,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Thái Ông Lài,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Khánh Huyền,1,Ngọt ngào và man trá,actor-actor,1.0
Lê Công Tuấn Anh,Ngọc Thư,1,Ngọt ngào và man trá,actor-actor,1.0
Lê Công Tuấn Anh,Thúy Vinh,1,Ngọt ngào và man trá,actor-actor,1.0
Lê Công Tuấn Anh,Hữu Độ,1,Ngọt ngào và man trá,actor-actor,1.0
Lê Công Tuấn Anh,Trung Hiếu (diễn viên),1,Ngọt ngào và man trá,actor-actor,1.0
Lê Công Tuấn Anh,Tuyết Mai,1,Ngọt ngào và man trá,actor-actor,1.0
Lê Công Tuấn Anh,Phát Triệu,1,Ngọt ngào và man trá,actor-actor,1.0
Lê Công Tuấn Anh,Văn Hiệp,1,Ngọt ngào và man trá,actor-actor,1.0
Lê Công Tuấn Anh,Tất Bình,1,Ngọt ngào và man trá,actor-actor,1.0
Lê Công Tuấn Anh,Bảo Liêm,0,,,0.3
Lê Công Tuấn Anh,Mỹ Duyên,0,,,0.3
Lê Công Tuấn Anh,Thanh Hằng (nghệ sĩ cải lương),0,,,0.3
Lê Công Tuấn Anh,Trương Minh Quốc Thái,0,,,0.3
Lê Công Tuấn Anh,Thái Hòa (diễn viên),0,,,0.3
Lê Công Tuấn Anh,Việt Anh (nghệ sĩ),0,,,0.3
Lê Công Tuấn Anh,Phạm Thị Ngọc Trinh,0,,,0.3
Lê Công Tuấn Anh,Cẩm Ly,0,,,0.3
Lê Công Tuấn Anh,Việt Dũng,0,,,0.3
Lê Công Tuấn Anh,Tường Vân,1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Lê Văn Lộc,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Trần Minh Tuấn,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Nguyễn Văn Tùng,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Đặng Minh Châu,1,Xích lô (phim),actor-actor,1.0
Lê Công Tuấn Anh,Đức Sơn (diễn viên),1,Ngọt ngào và man trá,actor-actor,1.0
Lê Công Tuấn Anh,Đơn Dương (diễn viên),1,Người đẹp Tây Đô,actor-actor,1.0
Lê Công Tuấn Anh,Như Quỳnh (diễn viên),1,Xích lô (phim),actor-actor,1.0
Lê Tuấn Anh diễn viên sinh 1968,Chung Vũ Thanh Uyên,1,Cô thủ môn tội nghiệp,actor-actor,1.0
Lê Tuấn Anh diễn viên sinh 1968,Thanh Vy,1,Cô thủ môn tội nghiệp,actor-actor,1.0
Lê Tuấn Anh diễn viên sinh 1968,Thùy Liên,1,Cô thủ môn tội nghiệp,actor-actor,1.0
Chung Vũ Thanh Uyên,Thanh Vy,1,Cô thủ môn tội nghiệp,actor-actor,1.0
Chung Vũ Thanh Uyên,Thùy Liên,1,Cô thủ môn tội nghiệp,actor-actor,1.0
Thanh Vy,Thùy Liên,1,Cô thủ môn tội nghiệp,actor-actor,1.0
Thanh Vy,Thanh Phương (diễn viên),1,Miền đất phúc,actor-actor,1.0
Thanh Vy,Minh Quyền,1,Miền đất phúc,actor-actor,1.0
Thanh Vy,Hoàng Chiêu Quân,1,Miền đất phúc,actor-actor,1.0
Thanh Vy,Lệ Quyên,1,Miền đất phúc,actor-actor,1.0
Thanh Vy,Bá Cường,1,Miền đất phúc,actor-actor,1.0
Thanh Vy,Hiếu Nghĩa,1,Miền đất phúc,actor-actor,1.0
Thanh Vy,Lâm Ánh Ngọc,1,Miền đất phúc,actor-actor,1.0
Thanh Vy,Ngọc Thảo,1,Miền đất phúc,actor-actor,1.0
Thanh Vy,Phước Hải,1,Miền đất phúc,actor-actor,1.0
Thanh Vy,Minh Sang,1,Miền đất phúc,actor-actor,1.0
Thanh Vy,NSƯT Hoa Hạ,1,Miền đất phúc,actor-actor,1.0
Thanh Vy,Lý Thanh Thảo,2,"Miền đất phúc, Vòng xoáy tình yêu",actor-actor,2.0
Thanh Vy,Chu Thiện,1,Miền đất phúc,actor-actor,1.0
Thanh Vy,Thanh Nga,1,Miền đất phúc,actor-actor,1.0
Thanh Vy,Kim Huyền,1,Miền đất phúc,actor-actor,1.0
Thanh Vy,Nguyên Hạnh,2,"Miền đất phúc, Người đẹp Tây Đô",actor-actor,2.0
Thanh Vy,Lê Bình (diễn viên),1,Áo cưới thiên đường,actor-actor,1.0
Thanh Vy,Kim Cương,1,Lẩn khuất một tên người,actor-actor,1.0
Thanh Vy,Huỳnh Trường Thịnh,1,Lẩn khuất một tên người,actor-actor,1.0
Thanh Vy,Thanh Thức,1,Lẩn khuất một tên người,actor-actor,1.0
Thanh Vy,Đinh Mạnh Phúc,1,Lẩn khuất một tên người,actor-actor,1.0
Thanh Vy,Việt Trinh,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Tú Trinh,2,"Người đẹp Tây Đô, Áo lụa Hà Đông (phim)",actor-actor,2.0
Thanh Vy,Thành Trí,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Lê Hải,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Võ Thế Vỹ,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Robert Hải,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Anh Thư,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Hồ Kiểng,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Thiệu Ánh Dương,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Tấn Thi,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Quốc Thảo,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Lê Quang,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Ngọc Đặng,2,"Người đẹp Tây Đô, Áo lụa Hà Đông (phim)",actor-actor,2.0
Thanh Vy,Quang Hải,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Nguyên Trinh,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Việt Trường,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Hương Hà,1,Người đẹp Tây Đô,actor-actor,1.0
Thanh Vy,Mạc Can,2,"Người đẹp Tây Đô, Áo lụa Hà Đông (phim)",actor-actor,2.0
Thanh Vy,Lê Cung Bắc,1,Người đẹp Tây Đô,director-actor,1.0
Thanh Vy,Huy Khánh,2,"Áo cưới thiên đường, Cột mốc 23",actor-actor,2.0
Thanh Vy,Xuân Hòa,1,Áo cưới thiên đường,actor-actor,1.0
Thanh Vy,Bằng Lăng,1,Áo cưới thiên đường,actor-actor,1.0
Thanh Vy,Minh Trí,1,Áo cưới thiên đường,actor-actor,1.0
Thanh Vy,Quyền Lộc,1,Áo cưới thiên đường,actor-actor,1.0
Thanh Vy,Trịnh Kim Chi,1,Áo cưới thiên đường,actor-actor,1.0
Thanh Vy,Phi Long,1,Áo cưới thiên đường,actor-actor,1.0
Thanh Vy,WanBi Tuấn Anh,1,Áo cưới thiên đường,actor-actor,1.0
Thanh Vy,Angela Phương Trinh,1,Áo cưới thiên đường,actor-actor,1.0
Thanh Vy,Cao Minh Đạt,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Thanh Thúy (diễn viên sinh 1982),1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Như Phúc,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Đức Tiến,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Trung Châu,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Quách Bửu Sang,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Ánh Nguyên,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Minh Thảo,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Tấn Phát,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Thụy Vũ,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Phương Nhi,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Quỳnh Trang,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Lâm Vỹ Dạ,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Thanh Nguyệt,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Tấn Hưng,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Phương Bằng,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Nhất Tuấn,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Tuấn Hải,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Định Tường,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Huỳnh Ngọc Lan,1,Vòng xoáy tình yêu,actor-actor,1.0
Thanh Vy,Trương Ngọc Ánh,1,Áo lụa Hà Đông (phim),actor-actor,1.0
Thanh Vy,Nguyễn Thu Trang,1,Áo lụa Hà Đông (phim),actor-actor,1.0
Thanh Vy,Trần Thiên Tú,1,Áo lụa Hà Đông (phim),actor-actor,1.0
Thanh Vy,Đỗ Thu Hằng,1,Áo lụa Hà Đông (phim),actor-actor,1.0
Thanh Vy,Tất Bình,1,Áo lụa Hà Đông (phim),actor-actor,1.0
Thanh Vy,Hà Kiều Anh,1,Áo lụa Hà Đông (phim),actor-actor,1.0
Thanh Vy,Bình Minh người mẫu,1,Áo lụa Hà Đông (phim),actor-actor,1.0
